TestIndex,UserAvgRating,BusinessAverageStars,NearestUserAverageStars,ReviewCategoryAverageStars,y
29909,5,4,4.00,4.148019,NULL
29910,3.3,4.5,4.50,4.760267,NULL
29911,3.91,3,3.00,2.367459,NULL
29912,3.98,4.5,4.50,4.760267,NULL
29913,3.12,3,3.00,2.367459,NULL
29914,3.83,4,4.00,4.148019,NULL
29915,3.57,3.5,3.50,3.355911,NULL
29916,2.13,4,4.00,4.148019,NULL
29917,3.75,4,4.00,4.148019,NULL
29918,4.75,3.5,3.50,3.355911,NULL
29919,4.21,4.5,4.50,4.760267,NULL
29920,5,4.5,4.50,4.760267,NULL
29921,3.12,3.5,3.50,3.355911,NULL
29922,3.58,3.5,3.50,3.355911,NULL
29923,4,4.5,4.50,4.760267,NULL
29924,3.82,4.5,4.50,4.760267,NULL
29925,4.06,4.5,4.50,4.760267,NULL
29926,4.33,3,3.00,2.367459,NULL
29927,3.45,4,4.00,4.148019,NULL
29928,4.79,4,4.00,4.148019,NULL
29929,4.54,4,4.00,4.148019,NULL
29930,4,4.5,4.50,4.760267,NULL
29931,3.98,4.5,4.50,4.760267,NULL
29932,2.83,4,4.00,4.148019,NULL
29933,4.17,3.5,3.50,3.355911,NULL
29934,3.69,3.5,3.50,3.355911,NULL
29935,5,4.5,4.50,4.760267,NULL
29936,3.9,3.5,3.50,3.355911,NULL
29937,3.65,4.5,4.50,4.760267,NULL
29938,3.68,3.5,3.50,3.355911,NULL
29939,4.04,4,4.00,4.148019,NULL
29940,3.77,4,4.00,4.148019,NULL
29941,3.74,3,3.00,2.367459,NULL
29942,3.45,3.5,3.50,3.355911,NULL
29943,3.61,3.5,3.50,3.355911,NULL
29944,3.46,4,4.00,4.148019,NULL
29945,4.09,3.5,3.50,3.355911,NULL
29946,2,3.5,3.50,3.355911,NULL
29947,4.64,4.5,4.50,4.760267,NULL
29948,4.15,3.5,3.50,3.355911,NULL
29949,3.17,4,4.00,4.148019,NULL
29950,3.9,3.5,3.50,3.355911,NULL
29951,4,4.5,4.50,4.760267,NULL
29952,3.6,3.5,3.50,3.355911,NULL
29953,3,4.5,4.50,4.760267,NULL
29954,4.32,4,4.00,4.148019,NULL
29955,4.1,3,3.00,2.367459,NULL
29956,3.82,3.5,3.50,3.355911,NULL
29957,4.13,3.5,3.50,3.355911,NULL
29958,1.91,4.5,4.50,4.760267,NULL
29959,4.32,3.5,3.50,3.355911,NULL
29960,3.72,3,3.00,2.367459,NULL
29961,4.35,4,4.00,4.148019,NULL
29962,3.37,4,4.00,4.148019,NULL
29963,2.14,4.5,4.50,4.760267,NULL
29964,4.27,4.5,4.50,4.760267,NULL
29965,3.8,2.5,2.50,1.685483,NULL
29966,3.83,4.5,4.50,4.760267,NULL
29967,4.28,4,4.00,4.148019,NULL
29968,4.29,3.5,3.50,3.355911,NULL
29969,3.57,4,4.00,4.148019,NULL
29970,3.73,4,4.00,4.148019,NULL
29971,3.43,3.5,3.50,3.355911,NULL
29972,3.8,3.5,3.50,3.355911,NULL
29973,3.89,4,4.00,4.148019,NULL
29974,4.42,4,4.00,4.148019,NULL
29975,3.38,4,4.00,4.148019,NULL
29976,3.78,1.5,1.50,1.131262,NULL
29977,3.35,5,5.00,4.999613,NULL
29978,3.87,4,4.00,4.148019,NULL
29979,3.76,4,4.00,4.148019,NULL
29980,3.77,3.5,3.50,3.355911,NULL
29981,3.31,3.5,3.50,3.355911,NULL
29982,3.91,5,5.00,4.999613,NULL
29983,2.95,3.5,3.50,3.355911,NULL
29984,3.95,5,5.00,4.999613,NULL
29985,2.4,3.5,3.50,3.355911,NULL
29986,3.7,4,4.00,4.148019,NULL
29987,4.2,3.5,3.50,3.355911,NULL
29988,2.33,4.5,4.50,4.760267,NULL
29989,2,4.5,4.50,4.760267,NULL
29990,3.55,4.5,4.50,4.760267,NULL
29991,3.35,4,4.00,4.148019,NULL
29992,3.33,3,3.00,2.367459,NULL
29993,3.72,4.5,4.50,4.760267,NULL
29994,3,4,4.00,4.148019,NULL
29995,4.12,4.5,4.50,4.760267,NULL
29996,4.16,3.5,3.50,3.355911,NULL
29997,4.04,3.5,3.50,3.355911,NULL
29998,3.83,4.5,4.50,4.760267,NULL
29999,3.64,3.5,3.50,3.355911,NULL
30000,3.95,3,3.00,2.367459,NULL
30001,3.67,4.5,4.50,4.760267,NULL
30002,3.84,4,4.00,4.148019,NULL
30003,3.92,4.5,4.50,4.760267,NULL
30004,3.92,4,4.00,4.148019,NULL
30005,3.7,4.5,4.50,4.760267,NULL
30006,4.08,2.5,2.50,1.685483,NULL
30007,4.16,4.5,4.50,4.760267,NULL
30008,4,4,4.00,4.148019,NULL
30009,3.85,4.5,4.50,4.760267,NULL
30010,3.29,3.5,3.50,3.355911,NULL
30011,4,4,4.00,4.148019,NULL
30012,2.62,4,4.00,4.148019,NULL
30013,3.71,4,4.00,4.148019,NULL
30014,5,4,4.00,4.148019,NULL
30015,4.01,4,4.00,4.148019,NULL
30016,3.97,4.5,4.50,4.760267,NULL
30017,2.33,4.5,4.50,4.760267,NULL
30018,4.04,3.5,3.50,3.355911,NULL
30019,3.46,3,3.00,2.367459,NULL
30020,4.26,4.5,4.50,4.760267,NULL
30021,4.5,3.5,3.50,3.355911,NULL
30022,3.69,3,3.00,2.367459,NULL
30023,3.51,4,4.00,4.148019,NULL
30024,3.77,4.5,4.50,4.760267,NULL
30025,5,4.5,4.50,4.760267,NULL
30026,5,4,4.00,4.148019,NULL
30027,4.36,4,4.00,4.148019,NULL
30028,4.03,3.5,3.50,3.355911,NULL
30029,4,4.5,4.50,4.760267,NULL
30030,3.97,3,3.00,2.367459,NULL
30031,3.7,4,4.00,4.148019,NULL
30032,3.6,4,4.00,4.148019,NULL
30033,3.55,4.5,4.50,4.760267,NULL
30034,4.29,4,4.00,4.148019,NULL
30035,4.01,4.5,4.50,4.760267,NULL
30036,4.03,3,3.00,2.367459,NULL
30037,3.31,3,3.00,2.367459,NULL
30038,3.7,4,4.00,4.148019,NULL
30039,3.84,4,4.00,4.148019,NULL
30040,3.36,3.5,3.50,3.355911,NULL
30041,4.14,4.5,4.50,4.760267,NULL
30042,3.67,3,3.00,2.367459,NULL
30043,3.6,3,3.00,2.367459,NULL
30044,3.91,5,5.00,4.999613,NULL
30045,2.86,3,3.00,2.367459,NULL
30046,4.68,4,4.00,4.148019,NULL
30047,3.16,4,4.00,4.148019,NULL
30048,3.16,4,4.00,4.148019,NULL
30049,3.86,3.5,3.50,3.355911,NULL
30050,2.67,5,5.00,4.999613,NULL
30051,3.72,4.5,4.50,4.760267,NULL
30052,3.46,3,3.00,2.367459,NULL
30053,4.36,4.5,4.50,4.760267,NULL
30054,3.96,3.5,3.50,3.355911,NULL
30055,2.73,3.5,3.50,3.355911,NULL
30056,2.89,3.5,3.50,3.355911,NULL
30057,3.31,4,4.00,4.148019,NULL
30058,4.04,4.5,4.50,4.760267,NULL
30059,3.87,3.5,3.50,3.355911,NULL
30060,4.35,3.5,3.50,3.355911,NULL
30061,3.69,4,4.00,4.148019,NULL
30062,3.3,4.5,4.50,4.760267,NULL
30063,2.67,4,4.00,4.148019,NULL
30064,3.47,3.5,3.50,3.355911,NULL
30065,4.16,4.5,4.50,4.760267,NULL
30066,4.44,5,5.00,4.999613,NULL
30067,4.31,4,4.00,4.148019,NULL
30068,3.81,4,4.00,4.148019,NULL
30069,4.2,4.5,4.50,4.760267,NULL
30070,4.06,5,5.00,4.999613,NULL
30071,4.5,4,4.00,4.148019,NULL
30072,3.95,3,3.00,2.367459,NULL
30073,5,4,4.00,4.148019,NULL
30074,2.93,4.5,4.50,4.760267,NULL
30075,3.19,4,4.00,4.148019,NULL
30076,3.92,4,4.00,4.148019,NULL
30077,4.46,4,4.00,4.148019,NULL
30078,4.47,4,4.00,4.148019,NULL
30079,2.58,4,4.00,4.148019,NULL
30080,3.9,4.5,4.50,4.760267,NULL
30081,3.85,4,4.00,4.148019,NULL
30082,3.35,4,4.00,4.148019,NULL
30083,3.9,4,4.00,4.148019,NULL
30084,4.17,3.5,3.50,3.355911,NULL
30085,5,4.5,4.50,4.760267,NULL
30086,4.43,4.5,4.50,4.760267,NULL
30087,3.52,4,4.00,4.148019,NULL
30088,4.04,3.5,3.50,3.355911,NULL
30089,3.62,4.5,4.50,4.760267,NULL
30090,3.71,3.5,3.50,3.355911,NULL
30091,3.29,3.5,3.50,3.355911,NULL
30092,4.43,4,4.00,4.148019,NULL
30093,3.15,3.5,3.50,3.355911,NULL
30094,3.14,4.5,4.50,4.760267,NULL
30095,3.43,3.5,3.50,3.355911,NULL
30096,3.5,4.5,4.50,4.760267,NULL
30097,3.63,4,4.00,4.148019,NULL
30098,3.91,4.5,4.50,4.760267,NULL
30099,1,3.5,3.50,3.355911,NULL
30100,4.17,4.5,4.50,4.760267,NULL
30101,3.76,3,3.00,2.367459,NULL
30102,3.62,4,4.00,4.148019,NULL
30103,2.94,4,4.00,4.148019,NULL
30104,3.67,4,4.00,4.148019,NULL
30105,1,3,3.00,2.367459,NULL
30106,3.12,3.5,3.50,3.355911,NULL
30107,3.78,4,4.00,4.148019,NULL
30108,4.2,4.5,4.50,4.760267,NULL
30109,3.41,4,4.00,4.148019,NULL
30110,4.65,4,4.00,4.148019,NULL
30111,3.88,4,4.00,4.148019,NULL
30112,3.73,4,4.00,4.148019,NULL
30113,3.16,4,4.00,4.148019,NULL
30114,3.79,4,4.00,4.148019,NULL
30115,4.28,4.5,4.50,4.760267,NULL
30116,3.96,4,4.00,4.148019,NULL
30117,3.36,4.5,4.50,4.760267,NULL
30118,4.25,4.5,4.50,4.760267,NULL
30119,4.79,4,4.00,4.148019,NULL
30120,3.1,5,5.00,4.999613,NULL
30121,4.25,3.5,3.50,3.355911,NULL
30122,3.79,4,4.00,4.148019,NULL
30123,3.7,4,4.00,4.148019,NULL
30124,3.93,4,4.00,4.148019,NULL
30125,3.74,5,5.00,4.999613,NULL
30126,4.33,3,3.00,2.367459,NULL
30127,3.89,4.5,4.50,4.760267,NULL
30128,3.62,3.5,3.50,3.355911,NULL
30129,3.93,1.5,1.50,1.131262,NULL
30130,3.72,4,4.00,4.148019,NULL
30131,3.67,3,3.00,2.367459,NULL
30132,3.87,4,4.00,4.148019,NULL
30133,3.8,4,4.00,4.148019,NULL
30134,4,4,4.00,4.148019,NULL
30135,3.57,4.5,4.50,4.760267,NULL
30136,3.83,3,3.00,2.367459,NULL
30137,3.47,4,4.00,4.148019,NULL
30138,3.68,4,4.00,4.148019,NULL
30139,3.73,3.5,3.50,3.355911,NULL
30140,4.8,4.5,4.50,4.760267,NULL
30141,3.33,3.5,3.50,3.355911,NULL
30142,4.42,3.5,3.50,3.355911,NULL
30143,3.19,4,4.00,4.148019,NULL
30144,3.82,4,4.00,4.148019,NULL
30145,3.21,3,3.00,2.367459,NULL
30146,4.32,4,4.00,4.148019,NULL
30147,3.97,3,3.00,2.367459,NULL
30148,4.25,4,4.00,4.148019,NULL
30149,4.43,4,4.00,4.148019,NULL
30150,4.5,5,5.00,4.999613,NULL
30151,4.35,4,4.00,4.148019,NULL
30152,3.03,3.5,3.50,3.355911,NULL
30153,3.25,4,4.00,4.148019,NULL
30154,4.19,4,4.00,4.148019,NULL
30155,3.51,4.5,4.50,4.760267,NULL
30156,4.25,4,4.00,4.148019,NULL
30157,3.12,4,4.00,4.148019,NULL
30158,3.69,3.5,3.50,3.355911,NULL
30159,3.65,3,3.00,2.367459,NULL
30160,1,3.5,3.50,3.355911,NULL
30161,3.92,4,4.00,4.148019,NULL
30162,3.72,3.5,3.50,3.355911,NULL
30163,3.86,3.5,3.50,3.355911,NULL
30164,3.46,3.5,3.50,3.355911,NULL
30165,3.64,4.5,4.50,4.760267,NULL
30166,4.8,3.5,3.50,3.355911,NULL
30167,3.81,4.5,4.50,4.760267,NULL
30168,4.75,4,4.00,4.148019,NULL
30169,4.07,4,4.00,4.148019,NULL
30170,4,4,4.00,4.148019,NULL
30171,4.53,4.5,4.50,4.760267,NULL
30172,4.61,4.5,4.50,4.760267,NULL
30173,4.69,3.5,3.50,3.355911,NULL
30174,3.86,3.5,3.50,3.355911,NULL
30175,2.42,4,4.00,4.148019,NULL
30176,3,3,3.00,2.367459,NULL
30177,3.68,4,4.00,4.148019,NULL
30178,3.49,4,4.00,4.148019,NULL
30179,4.21,4.5,4.50,4.760267,NULL
30180,3.98,4,4.00,4.148019,NULL
30181,3.71,4.5,4.50,4.760267,NULL
30182,3.72,2.5,2.50,1.685483,NULL
30183,3.75,4,4.00,4.148019,NULL
30184,4,4,4.00,4.148019,NULL
30185,3.94,3.5,3.50,3.355911,NULL
30186,3.48,3.5,3.50,3.355911,NULL
30187,3.93,4.5,4.50,4.760267,NULL
30188,4.17,4.5,4.50,4.760267,NULL
30189,3.9,4,4.00,4.148019,NULL
30190,3.43,4,4.00,4.148019,NULL
30191,3.9,4.5,4.50,4.760267,NULL
30192,4.09,4,4.00,4.148019,NULL
30193,3.5,3,3.00,2.367459,NULL
30194,3.3,2,2.00,1.396213,NULL
30195,3.82,4.5,4.50,4.760267,NULL
30196,4,4,4.00,4.148019,NULL
30197,3.92,4.5,4.50,4.760267,NULL
30198,3.57,4,4.00,4.148019,NULL
30199,3.61,4,4.00,4.148019,NULL
30200,3.64,4,4.00,4.148019,NULL
30201,3.02,4,4.00,4.148019,NULL
30202,3.55,4.5,4.50,4.760267,NULL
30203,3.62,3.5,3.50,3.355911,NULL
30204,3.67,3,3.00,2.367459,NULL
30205,4.86,4,4.00,4.148019,NULL
30206,5,4.5,4.50,4.760267,NULL
30207,3.74,4.5,4.50,4.760267,NULL
30208,3.9,3,3.00,2.367459,NULL
30209,3.6,4.5,4.50,4.760267,NULL
30210,4.22,4,4.00,4.148019,NULL
30211,3.38,4,4.00,4.148019,NULL
30212,4.21,4.5,4.50,4.760267,NULL
30213,2.84,4,4.00,4.148019,NULL
30214,3.71,3,3.00,2.367459,NULL
30215,4.33,3.5,3.50,3.355911,NULL
30216,3.81,3.5,3.50,3.355911,NULL
30217,3,3.5,3.50,3.355911,NULL
30218,3.78,3.5,3.50,3.355911,NULL
30219,3.76,3,3.00,2.367459,NULL
30220,4.54,5,5.00,4.999613,NULL
30221,2.34,4.5,4.50,4.760267,NULL
30222,4.14,4,4.00,4.148019,NULL
30223,3.7,4.5,4.50,4.760267,NULL
30224,3.72,4,4.00,4.148019,NULL
30225,3.84,4,4.00,4.148019,NULL
30226,4.19,4,4.00,4.148019,NULL
30227,3.83,2.5,2.50,1.685483,NULL
30228,4.03,3.5,3.50,3.355911,NULL
30229,3.98,4,4.00,4.148019,NULL
30230,3.74,4,4.00,4.148019,NULL
30231,2.44,4,4.00,4.148019,NULL
30232,3.8,4,4.00,4.148019,NULL
30233,4.37,1.5,1.50,1.131262,NULL
30234,3.88,4,4.00,4.148019,NULL
30235,3.55,3.5,3.50,3.355911,NULL
30236,3.79,4.5,4.50,4.760267,NULL
30237,3.14,3,3.00,2.367459,NULL
30238,3.47,4,4.00,4.148019,NULL
30239,3.77,4,4.00,4.148019,NULL
30240,3.82,3,3.00,2.367459,NULL
30241,4.05,4.5,4.50,4.760267,NULL
30242,4.14,4,4.00,4.148019,NULL
30243,3.57,4.5,4.50,4.760267,NULL
30244,4.05,4.5,4.50,4.760267,NULL
30245,3.52,4.5,4.50,4.760267,NULL
30246,3.96,4,4.00,4.148019,NULL
30247,3.43,4.5,4.50,4.760267,NULL
30248,4,4.5,4.50,4.760267,NULL
30249,3.03,4,4.00,4.148019,NULL
30250,3.83,4,4.00,4.148019,NULL
30251,3.77,3.5,3.50,3.355911,NULL
30252,2.6,4,4.00,4.148019,NULL
30253,3.64,4.5,4.50,4.760267,NULL
30254,3.53,3.5,3.50,3.355911,NULL
30255,4.41,4.5,4.50,4.760267,NULL
30256,3.67,3.5,3.50,3.355911,NULL
30257,3,3.5,3.50,3.355911,NULL
30258,4,4.5,4.50,4.760267,NULL
30259,3.69,4,4.00,4.148019,NULL
30260,4,4,4.00,4.148019,NULL
30261,4.67,4.5,4.50,4.760267,NULL
30262,3.17,3.5,3.50,3.355911,NULL
30263,3.39,3.5,3.50,3.355911,NULL
30264,3.33,4,4.00,4.148019,NULL
30265,2.77,3.5,3.50,3.355911,NULL
30266,3.97,3.5,3.50,3.355911,NULL
30267,4,3,3.00,2.367459,NULL
30268,4.25,4,4.00,4.148019,NULL
30269,3.52,2.5,2.50,1.685483,NULL
30270,3.71,4.5,4.50,4.760267,NULL
30271,3.94,4,4.00,4.148019,NULL
30272,3.95,4,4.00,4.148019,NULL
30273,4.59,3.5,3.50,3.355911,NULL
30274,1.78,4,4.00,4.148019,NULL
30275,4.01,3,3.00,2.367459,NULL
30276,3.88,4.5,4.50,4.760267,NULL
30277,3.36,5,5.00,4.999613,NULL
30278,3.36,2.5,2.50,1.685483,NULL
30279,5,4,4.00,4.148019,NULL
30280,3.84,4,4.00,4.148019,NULL
30281,3.74,3.5,3.50,3.355911,NULL
30282,3.8,3,3.00,2.367459,NULL
30283,4.17,4,4.00,4.148019,NULL
30284,4.71,3,3.00,2.367459,NULL
30285,4.39,4,4.00,4.148019,NULL
30286,3.5,4,4.00,4.148019,NULL
30287,4.16,3.5,3.50,3.355911,NULL
30288,5,5,5.00,4.999613,NULL
30289,2.9,3.5,3.50,3.355911,NULL
30290,4.07,4,4.00,4.148019,NULL
30291,4.16,4,4.00,4.148019,NULL
30292,4.36,4,4.00,4.148019,NULL
30293,3.7,4,4.00,4.148019,NULL
30294,4.13,2.5,2.50,1.685483,NULL
30295,4.65,4,4.00,4.148019,NULL
30296,4.33,3.5,3.50,3.355911,NULL
30297,4.21,4,4.00,4.148019,NULL
30298,4.44,4,4.00,4.148019,NULL
30299,3.72,4.5,4.50,4.760267,NULL
30300,3.69,3.5,3.50,3.355911,NULL
30301,3.85,3.5,3.50,3.355911,NULL
30302,4.27,4.5,4.50,4.760267,NULL
30303,4.04,4.5,4.50,4.760267,NULL
30304,3.22,3.5,3.50,3.355911,NULL
30305,4.72,4.5,4.50,4.760267,NULL
30306,3.87,4,4.00,4.148019,NULL
30307,3.43,4.5,4.50,4.760267,NULL
30308,3.36,3,3.00,2.367459,NULL
30309,3.81,4.5,4.50,4.760267,NULL
30310,4.38,4,4.00,4.148019,NULL
30311,3.6,5,5.00,4.999613,NULL
30312,3.71,4,4.00,4.148019,NULL
30313,2.13,3.5,3.50,3.355911,NULL
30314,3.66,4,4.00,4.148019,NULL
30315,2.08,2.5,2.50,1.685483,NULL
30316,3.16,3.5,3.50,3.355911,NULL
30317,1.5,2,2.00,1.396213,NULL
30318,3.87,3.5,3.50,3.355911,NULL
30319,4.04,3.5,3.50,3.355911,NULL
30320,3.57,4,4.00,4.148019,NULL
30321,4.19,3.5,3.50,3.355911,NULL
30322,4.49,3,3.00,2.367459,NULL
30323,4.13,4.5,4.50,4.760267,NULL
30324,4.8,4.5,4.50,4.760267,NULL
30325,3.36,4,4.00,4.148019,NULL
30326,3.69,4.5,4.50,4.760267,NULL
30327,3.57,4,4.00,4.148019,NULL
30328,2.93,4,4.00,4.148019,NULL
30329,4.18,4,4.00,4.148019,NULL
30330,4.35,4,4.00,4.148019,NULL
30331,4.33,4.5,4.50,4.760267,NULL
30332,3.56,3,3.00,2.367459,NULL
30333,3.43,4.5,4.50,4.760267,NULL
30334,4.17,4,4.00,4.148019,NULL
30335,3.93,4,4.00,4.148019,NULL
30336,2.67,2.5,2.50,1.685483,NULL
30337,2.06,3,3.00,2.367459,NULL
30338,2.23,4,4.00,4.148019,NULL
30339,3.95,4.5,4.50,4.760267,NULL
30340,3.78,4.5,4.50,4.760267,NULL
30341,3.58,4,4.00,4.148019,NULL
30342,3.6,3.5,3.50,3.355911,NULL
30343,4.14,4,4.00,4.148019,NULL
30344,3.43,3,3.00,2.367459,NULL
30345,3.99,3,3.00,2.367459,NULL
30346,4.16,4.5,4.50,4.760267,NULL
30347,3.67,4.5,4.50,4.760267,NULL
30348,3.61,4,4.00,4.148019,NULL
30349,2.67,4,4.00,4.148019,NULL
30350,3.38,4,4.00,4.148019,NULL
30351,4.3,4.5,4.50,4.760267,NULL
30352,4.2,4,4.00,4.148019,NULL
30353,2.4,4,4.00,4.148019,NULL
30354,3.33,4,4.00,4.148019,NULL
30355,4.15,2.5,2.50,1.685483,NULL
30356,3.57,5,5.00,4.999613,NULL
30357,4.25,3,3.00,2.367459,NULL
30358,3.42,4,4.00,4.148019,NULL
30359,3.42,4,4.00,4.148019,NULL
30360,3.83,3.5,3.50,3.355911,NULL
30361,4.35,4,4.00,4.148019,NULL
30362,2.9,4,4.00,4.148019,NULL
30363,3.87,3,3.00,2.367459,NULL
30364,4.39,2.5,2.50,1.685483,NULL
30365,4.55,3,3.00,2.367459,NULL
30366,3.87,3.5,3.50,3.355911,NULL
30367,3.93,4.5,4.50,4.760267,NULL
30368,4,4.5,4.50,4.760267,NULL
30369,4.07,4.5,4.50,4.760267,NULL
30370,3.82,4,4.00,4.148019,NULL
30371,2.85,4,4.00,4.148019,NULL
30372,5,2.5,2.50,1.685483,NULL
30373,3.89,4,4.00,4.148019,NULL
30374,5,4,4.00,4.148019,NULL
30375,3.88,4,4.00,4.148019,NULL
30376,3.55,3,3.00,2.367459,NULL
30377,3.5,2.5,2.50,1.685483,NULL
30378,3.85,4.5,4.50,4.760267,NULL
30379,5,4.5,4.50,4.760267,NULL
30380,3.73,4,4.00,4.148019,NULL
30381,3.38,3.5,3.50,3.355911,NULL
30382,4.42,4,4.00,4.148019,NULL
30383,3.84,4,4.00,4.148019,NULL
30384,3.75,3.5,3.50,3.355911,NULL
30385,4.55,3.5,3.50,3.355911,NULL
30386,3.6,4.5,4.50,4.760267,NULL
30387,3.81,3,3.00,2.367459,NULL
30388,4.19,4.5,4.50,4.760267,NULL
30389,5,5,5.00,4.999613,NULL
30390,3.39,4,4.00,4.148019,NULL
30391,3.96,3.5,3.50,3.355911,NULL
30392,4,3.5,3.50,3.355911,NULL
30393,3.78,3.5,3.50,3.355911,NULL
30394,3.73,4,4.00,4.148019,NULL
30395,5,2.5,2.50,1.685483,NULL
30396,3.77,3.5,3.50,3.355911,NULL
30397,3.88,4.5,4.50,4.760267,NULL
30398,4.3,3.5,3.50,3.355911,NULL
30399,5,4,4.00,4.148019,NULL
30400,3.19,2.5,2.50,1.685483,NULL
30401,3.71,4,4.00,4.148019,NULL
30402,4.71,4,4.00,4.148019,NULL
30403,3.33,4,4.00,4.148019,NULL
30404,3.91,4,4.00,4.148019,NULL
30405,3.71,4,4.00,4.148019,NULL
30406,3.75,4,4.00,4.148019,NULL
30407,3.47,4.5,4.50,4.760267,NULL
30408,3.67,2.5,2.50,1.685483,NULL
30409,2.86,3,3.00,2.367459,NULL
30410,4.17,4.5,4.50,4.760267,NULL
30411,3.98,4.5,4.50,4.760267,NULL
30412,3.38,3.5,3.50,3.355911,NULL
30413,3.61,4.5,4.50,4.760267,NULL
30414,4.31,3.5,3.50,3.355911,NULL
30415,4.6,4.5,4.50,4.760267,NULL
30416,4.05,4.5,4.50,4.760267,NULL
30417,3.5,3,3.00,2.367459,NULL
30418,3.67,4,4.00,4.148019,NULL
30419,4.43,4,4.00,4.148019,NULL
30420,3,4,4.00,4.148019,NULL
30421,3.36,4,4.00,4.148019,NULL
30422,4.27,3.5,3.50,3.355911,NULL
30423,3.67,5,5.00,4.999613,NULL
30424,4.35,3.5,3.50,3.355911,NULL
30425,4.33,3.5,3.50,3.355911,NULL
30426,3.64,4,4.00,4.148019,NULL
30427,3.6,4.5,4.50,4.760267,NULL
30428,4,4.5,4.50,4.760267,NULL
30429,2.96,3.5,3.50,3.355911,NULL
30430,5,4,4.00,4.148019,NULL
30431,4.71,4.5,4.50,4.760267,NULL
30432,4.19,4,4.00,4.148019,NULL
30433,4.88,4.5,4.50,4.760267,NULL
30434,2.52,4.5,4.50,4.760267,NULL
30435,3.75,4,4.00,4.148019,NULL
30436,3.65,4,4.00,4.148019,NULL
30437,4.22,4,4.00,4.148019,NULL
30438,3.98,4.5,4.50,4.760267,NULL
30439,3.16,4,4.00,4.148019,NULL
30440,4.34,3.5,3.50,3.355911,NULL
30441,2.12,4,4.00,4.148019,NULL
30442,3.85,4,4.00,4.148019,NULL
30443,3.74,4,4.00,4.148019,NULL
30444,3.36,3,3.00,2.367459,NULL
30445,4,4,4.00,4.148019,NULL
30446,3.87,3,3.00,2.367459,NULL
30447,5,5,5.00,4.999613,NULL
30448,4.56,5,5.00,4.999613,NULL
30449,3.46,4,4.00,4.148019,NULL
30450,4.08,3,3.00,2.367459,NULL
30451,4.13,3.5,3.50,3.355911,NULL
30452,4.09,4.5,4.50,4.760267,NULL
30453,4.04,4,4.00,4.148019,NULL
30454,2.73,4,4.00,4.148019,NULL
30455,3.81,4.5,4.50,4.760267,NULL
30456,4.01,4,4.00,4.148019,NULL
30457,3.59,4,4.00,4.148019,NULL
30458,4.43,4.5,4.50,4.760267,NULL
30459,1.5,3,3.00,2.367459,NULL
30460,3.95,3.5,3.50,3.355911,NULL
30461,3.75,5,5.00,4.999613,NULL
30462,3.93,4.5,4.50,4.760267,NULL
30463,3.18,3,3.00,2.367459,NULL
30464,3.73,4,4.00,4.148019,NULL
30465,4.73,4.5,4.50,4.760267,NULL
30466,4.31,4,4.00,4.148019,NULL
30467,3.83,4,4.00,4.148019,NULL
30468,4.36,3.5,3.50,3.355911,NULL
30469,3.6,3.5,3.50,3.355911,NULL
30470,2.91,4.5,4.50,4.760267,NULL
30471,3.95,4,4.00,4.148019,NULL
30472,3.61,3.5,3.50,3.355911,NULL
30473,4.28,4,4.00,4.148019,NULL
30474,2.2,4,4.00,4.148019,NULL
30475,3.86,4.5,4.50,4.760267,NULL
30476,3.29,3.5,3.50,3.355911,NULL
30477,3.57,2,2.00,1.396213,NULL
30478,3.28,2.5,2.50,1.685483,NULL
30479,3.33,4.5,4.50,4.760267,NULL
30480,3.45,4,4.00,4.148019,NULL
30481,4.26,4,4.00,4.148019,NULL
30482,3.95,4,4.00,4.148019,NULL
30483,3.78,3,3.00,2.367459,NULL
30484,3,4,4.00,4.148019,NULL
30485,4.1,4,4.00,4.148019,NULL
30486,3.65,3.5,3.50,3.355911,NULL
30487,4.05,4,4.00,4.148019,NULL
30488,3.76,4.5,4.50,4.760267,NULL
30489,3.78,3.5,3.50,3.355911,NULL
30490,3.84,4,4.00,4.148019,NULL
30491,3.33,4,4.00,4.148019,NULL
30492,4.54,5,5.00,4.999613,NULL
30493,3.59,4.5,4.50,4.760267,NULL
30494,3.62,4,4.00,4.148019,NULL
30495,4.02,4,4.00,4.148019,NULL
30496,2.33,4,4.00,4.148019,NULL
30497,4.02,3.5,3.50,3.355911,NULL
30498,3.83,4,4.00,4.148019,NULL
30499,4.17,4.5,4.50,4.760267,NULL
30500,3.06,4,4.00,4.148019,NULL
30501,4,5,5.00,4.999613,NULL
30502,3.85,3.5,3.50,3.355911,NULL
30503,3.88,4,4.00,4.148019,NULL
30504,4.33,3.5,3.50,3.355911,NULL
30505,3.78,3,3.00,2.367459,NULL
30506,4.26,4.5,4.50,4.760267,NULL
30507,4.08,2.5,2.50,1.685483,NULL
30508,4.02,4.5,4.50,4.760267,NULL
30509,3.92,4.5,4.50,4.760267,NULL
30510,3.73,4,4.00,4.148019,NULL
30511,3.67,4.5,4.50,4.760267,NULL
30512,3.47,3.5,3.50,3.355911,NULL
30513,3.84,4,4.00,4.148019,NULL
30514,3.64,3.5,3.50,3.355911,NULL
30515,3.92,3.5,3.50,3.355911,NULL
30516,4.21,4,4.00,4.148019,NULL
30517,3.55,4.5,4.50,4.760267,NULL
30518,3.11,4,4.00,4.148019,NULL
30519,3.46,4,4.00,4.148019,NULL
30520,4.4,4,4.00,4.148019,NULL
