UserAvgRating,BusinessAverageStars,NearestUserAverageStars,ReviewCategoryAverageStars,y
3.5,3.5,3.50,3.355911,4
3.67,4,4.00,4.148019,2
4.09,4,4.00,4.148019,5
4.04,4.5,4.50,4.760267,5
3.14,4,4.00,4.148019,4
3.84,4,4.00,4.148019,4
3.28,4.5,4.50,4.760267,1
3.31,3,3.00,2.367459,2
5,4.5,4.50,4.760267,5
4.04,3.5,3.50,3.355911,5
3.46,4,4.00,4.148019,3
3.98,4,4.00,4.148019,4
3.35,3,3.00,2.367459,2
4,3.5,3.50,3.355911,5
4.54,4.5,4.50,4.760267,5
3.61,4,4.00,4.148019,4
4.67,4.5,4.50,4.760267,5
3.73,3.5,3.50,3.355911,3
3.37,3.5,3.50,3.355911,4
3.73,1,1.00,1.000000,1
4.4,4.5,4.50,4.760267,4
3.36,3,3.00,2.367459,4
4.56,4,4.00,4.148019,5
3.9,4,4.00,4.148019,5
3.8,4.5,4.50,4.760267,5
4.48,3.5,3.50,3.355911,5
4.03,1.5,1.50,1.131262,1
3.88,4,4.00,4.148019,3
4.33,3,3.00,2.367459,4
3.19,3.5,3.50,3.355911,3
2,4,4.00,4.148019,5
4.48,4,4.00,4.148019,5
3.72,4,4.00,4.148019,3
3.86,4,4.00,4.148019,5
3.31,3,3.00,2.367459,3
5,2,2.00,1.396213,5
4.41,4,4.00,4.148019,5
4.2,4,4.00,4.148019,5
4.38,4.5,4.50,4.760267,3
3.8,3,3.00,2.367459,5
4.24,3.5,3.50,3.355911,5
2.79,4,4.00,4.148019,1
4.67,4.5,4.50,4.760267,5
4.4,4.5,4.50,4.760267,5
3.31,4,4.00,4.148019,3
2.92,3,3.00,2.367459,1
3.94,3.5,3.50,3.355911,4
4.31,4.5,4.50,4.760267,4
3.61,4,4.00,4.148019,4
3.5,3,3.00,2.367459,3
3.76,4,4.00,4.148019,3
3.45,4.5,4.50,4.760267,4
5,3.5,3.50,3.355911,5
4.2,3.5,3.50,3.355911,4
3,3.5,3.50,3.355911,1
3.66,4.5,4.50,4.760267,3
3.6,4,4.00,4.148019,3
3,2.5,2.50,1.685483,5
4.46,4,4.00,4.148019,4
3.69,3.5,3.50,3.355911,4
3.17,4.5,4.50,4.760267,5
3.63,4,4.00,4.148019,5
3.58,4.5,4.50,4.760267,4
3.86,4,4.00,4.148019,4
3.72,4,4.00,4.148019,5
3.5,3.5,3.50,3.355911,1
3.23,4,4.00,4.148019,4
4.25,4,4.00,4.148019,4
2.24,3,3.00,2.367459,1
4.32,3.5,3.50,3.355911,3
3.2,4,4.00,4.148019,4
4.06,4,4.00,4.148019,2
3.94,2.5,2.50,1.685483,2
3.84,4,4.00,4.148019,5
3.74,4,4.00,4.148019,1
3.72,4.5,4.50,4.760267,5
5,4.5,4.50,4.760267,5
4.1,4,4.00,4.148019,5
1.57,4.5,4.50,4.760267,2
3.81,4,4.00,4.148019,5
4.09,3,3.00,2.367459,4
4,4,4.00,4.148019,4
4.61,3,3.00,2.367459,2
2.91,3,3.00,2.367459,4
3.46,2.5,2.50,1.685483,3
3.38,4,4.00,4.148019,5
3.9,3.5,3.50,3.355911,5
3.84,4,4.00,4.148019,3
3.6,4.5,4.50,4.760267,5
3.96,3.5,3.50,3.355911,2
5,3.5,3.50,3.355911,5
2.95,3.5,3.50,3.355911,3
4.75,3.5,3.50,3.355911,5
3.92,4.5,4.50,4.760267,4
4.2,3.5,3.50,3.355911,5
3.73,4.5,4.50,4.760267,5
3.05,4.5,4.50,4.760267,5
4.1,3,3.00,2.367459,5
4.8,4,4.00,4.148019,5
3.8,3,3.00,2.367459,1
3.63,3,3.00,2.367459,4
3.85,4.5,4.50,4.760267,4
4.19,3,3.00,2.367459,3
3.82,4,4.00,4.148019,4
3.27,3.5,3.50,3.355911,3
3.44,4,4.00,4.148019,3
4.38,3.5,3.50,3.355911,1
4.75,2.5,2.50,1.685483,5
3.77,4,4.00,4.148019,4
4.44,4.5,4.50,4.760267,5
3.76,3.5,3.50,3.355911,4
1.92,4,4.00,4.148019,3
3.53,4,4.00,4.148019,4
2.85,3,3.00,2.367459,5
3.59,3,3.00,2.367459,3
4.16,4.5,4.50,4.760267,4
3.67,3.5,3.50,3.355911,3
4.78,3.5,3.50,3.355911,4
4.19,4,4.00,4.148019,4
3.2,4,4.00,4.148019,4
3.41,3,3.00,2.367459,4
3.95,3.5,3.50,3.355911,3
2.58,4.5,4.50,4.760267,5
5,4.5,4.50,4.760267,5
4.56,4,4.00,4.148019,5
3.81,3.5,3.50,3.355911,4
4.38,4,4.00,4.148019,5
3.94,3.5,3.50,3.355911,3
4.07,4,4.00,4.148019,4
4.33,4,4.00,4.148019,5
4.19,4.5,4.50,4.760267,5
3.4,4.5,4.50,4.760267,4
3.42,3.5,3.50,3.355911,5
3.46,4.5,4.50,4.760267,2
5,4.5,4.50,4.760267,5
3.8,4.5,4.50,4.760267,5
3.24,4,4.00,4.148019,5
3.72,4,4.00,4.148019,4
3.23,4,4.00,4.148019,5
3.96,4.5,4.50,4.760267,5
3.64,3.5,3.50,3.355911,3
3.23,4.5,4.50,4.760267,4
3.7,5,5.00,4.999613,5
3.52,3.5,3.50,3.355911,2
4.04,4.5,4.50,4.760267,5
3.92,4.5,4.50,4.760267,4
4.25,4,4.00,4.148019,5
3.45,4,4.00,4.148019,4
5,4,4.00,4.148019,5
5,4.5,4.50,4.760267,5
3.6,3.5,3.50,3.355911,4
3.85,3.5,3.50,3.355911,4
4.5,4,4.00,4.148019,4
3.33,4,4.00,4.148019,5
3.84,4,4.00,4.148019,5
3.46,4.5,4.50,4.760267,2
4.67,4,4.00,4.148019,5
4.2,2.5,2.50,1.685483,4
3.61,3.5,3.50,3.355911,3
4.75,4.5,4.50,4.760267,5
4.09,4.5,4.50,4.760267,5
3.48,4.5,4.50,4.760267,5
4.19,4,4.00,4.148019,5
3.77,3.5,3.50,3.355911,1
3.71,3.5,3.50,3.355911,4
3.36,4,4.00,4.148019,5
3.71,4.5,4.50,4.760267,3
3.57,3.5,3.50,3.355911,1
4.2,4.5,4.50,4.760267,5
3.8,4.5,4.50,4.760267,4
4.02,3.5,3.50,3.355911,1
3.77,4,4.00,4.148019,2
4.41,3.5,3.50,3.355911,5
3.75,4,4.00,4.148019,4
2,4,4.00,4.148019,2
4.74,4.5,4.50,4.760267,5
3.74,3.5,3.50,3.355911,5
4.6,4,4.00,4.148019,5
4.48,4,4.00,4.148019,4
3.86,4,4.00,4.148019,5
4.32,3.5,3.50,3.355911,5
4.48,5,5.00,4.999613,5
3.88,3.5,3.50,3.355911,3
4.74,4,4.00,4.148019,5
3.86,3.5,3.50,3.355911,2
4.17,4.5,4.50,4.760267,5
3.74,4.5,4.50,4.760267,5
3.91,4,4.00,4.148019,5
4.06,4,4.00,4.148019,4
3.61,3,3.00,2.367459,3
4.55,3.5,3.50,3.355911,4
4.21,3.5,3.50,3.355911,4
3.61,4,4.00,4.148019,3
4.44,4,4.00,4.148019,4
4.74,4.5,4.50,4.760267,5
3.8,4,4.00,4.148019,4
3.81,4,4.00,4.148019,5
4.5,4.5,4.50,4.760267,5
3.2,4.5,4.50,4.760267,3
4.44,4,4.00,4.148019,5
4.4,3,3.00,2.367459,4
5,4,4.00,4.148019,5
3.93,4,4.00,4.148019,5
4.25,3.5,3.50,3.355911,4
3.64,3,3.00,2.367459,2
3.87,3.5,3.50,3.355911,3
3.23,3.5,3.50,3.355911,5
4.58,4.5,4.50,4.760267,5
3.61,4,4.00,4.148019,4
3.8,3.5,3.50,3.355911,4
2.27,2.5,2.50,1.685483,1
3.72,3.5,3.50,3.355911,3
3.83,3.5,3.50,3.355911,4
3.95,4.5,4.50,4.760267,5
3.48,3.5,3.50,3.355911,3
4.19,4,4.00,4.148019,4
4.02,4.5,4.50,4.760267,3
3.9,4,4.00,4.148019,1
4.38,4,4.00,4.148019,5
4.05,4.5,4.50,4.760267,5
4.36,4.5,4.50,4.760267,5
3.38,3.5,3.50,3.355911,3
4.42,2.5,2.50,1.685483,1
3.78,3.5,3.50,3.355911,3
3.4,4,4.00,4.148019,5
3.61,3.5,3.50,3.355911,4
4.01,4.5,4.50,4.760267,4
4.05,3.5,3.50,3.355911,4
3.38,4,4.00,4.148019,5
3.9,4.5,4.50,4.760267,3
4.21,4.5,4.50,4.760267,5
4.32,4,4.00,4.148019,5
4.09,4,4.00,4.148019,5
4.09,4,4.00,4.148019,4
4.24,4,4.00,4.148019,4
4,3.5,3.50,3.355911,4
3.5,5,5.00,4.999613,5
3.55,3.5,3.50,3.355911,1
4.26,3.5,3.50,3.355911,4
3.74,4.5,4.50,4.760267,4
4.29,4,4.00,4.148019,5
4.27,4.5,4.50,4.760267,5
3.94,4.5,4.50,4.760267,5
3.67,4,4.00,4.148019,2
3.67,2.5,2.50,1.685483,5
3.75,4,4.00,4.148019,4
3.49,4,4.00,4.148019,3
3.28,4.5,4.50,4.760267,5
1.57,3.5,3.50,3.355911,2
3.89,3.5,3.50,3.355911,4
2.68,4.5,4.50,4.760267,3
4.44,3,3.00,2.367459,3
4.64,4,4.00,4.148019,5
3.62,4,4.00,4.148019,5
3.84,4.5,4.50,4.760267,4
3.96,4,4.00,4.148019,4
3.5,4.5,4.50,4.760267,3
3.23,4.5,4.50,4.760267,5
3.9,3,3.00,2.367459,4
4.26,4,4.00,4.148019,5
3.6,3.5,3.50,3.355911,3
3.8,3.5,3.50,3.355911,4
4,3.5,3.50,3.355911,4
4.79,4,4.00,4.148019,5
4.84,4.5,4.50,4.760267,5
3.89,4,4.00,4.148019,5
4.18,4.5,4.50,4.760267,4
3.2,3.5,3.50,3.355911,1
3.61,3.5,3.50,3.355911,5
4.18,3.5,3.50,3.355911,5
4.14,4,4.00,4.148019,4
4,3,3.00,2.367459,1
2.68,4.5,4.50,4.760267,3
4.5,3.5,3.50,3.355911,4
3.6,5,5.00,4.999613,4
3.83,4,4.00,4.148019,4
5,3.5,3.50,3.355911,5
3.36,3.5,3.50,3.355911,2
3.99,3.5,3.50,3.355911,2
3.63,3,3.00,2.367459,2
4.25,4.5,4.50,4.760267,5
3.77,4,4.00,4.148019,2
3.67,3.5,3.50,3.355911,3
3.43,4,4.00,4.148019,4
4.25,5,5.00,4.999613,5
3.67,3.5,3.50,3.355911,1
4.39,3.5,3.50,3.355911,5
4.22,3.5,3.50,3.355911,5
3.52,4.5,4.50,4.760267,5
3.93,3.5,3.50,3.355911,5
3.88,3,3.00,2.367459,2
3.95,4,4.00,4.148019,3
3.84,4,4.00,4.148019,4
4.07,4,4.00,4.148019,5
4.36,4.5,4.50,4.760267,5
3.53,4.5,4.50,4.760267,5
4,4.5,4.50,4.760267,4
5,3.5,3.50,3.355911,5
4.68,4.5,4.50,4.760267,5
4.34,4,4.00,4.148019,4
3.95,4,4.00,4.148019,4
3.63,4,4.00,4.148019,5
4.47,4,4.00,4.148019,5
3.6,4,4.00,4.148019,4
2.93,4,4.00,4.148019,1
3.87,4,4.00,4.148019,5
4.12,4.5,4.50,4.760267,5
3.13,4.5,4.50,4.760267,2
3.19,3,3.00,2.367459,3
3.58,4,4.00,4.148019,3
4.43,3.5,3.50,3.355911,4
4.17,3,3.00,2.367459,5
3.58,3,3.00,2.367459,5
3.5,3.5,3.50,3.355911,5
3.44,3.5,3.50,3.355911,5
3.97,3.5,3.50,3.355911,2
4.1,4,4.00,4.148019,4
2.95,3.5,3.50,3.355911,2
4.67,4.5,4.50,4.760267,5
3.84,4,4.00,4.148019,3
3.95,3.5,3.50,3.355911,4
3.97,3.5,3.50,3.355911,4
4.75,4,4.00,4.148019,4
3.43,4,4.00,4.148019,2
3.2,3.5,3.50,3.355911,1
3.72,3.5,3.50,3.355911,5
3.55,2.5,2.50,1.685483,3
3.22,3.5,3.50,3.355911,3
3.96,4.5,4.50,4.760267,5
2.94,4.5,4.50,4.760267,5
3.07,3.5,3.50,3.355911,3
3.96,3.5,3.50,3.355911,5
3.89,4.5,4.50,4.760267,5
3.88,4.5,4.50,4.760267,5
3.48,3.5,3.50,3.355911,4
2.83,4.5,4.50,4.760267,5
3.95,5,5.00,4.999613,5
3.82,4.5,4.50,4.760267,5
4.13,4,4.00,4.148019,1
3.64,4.5,4.50,4.760267,5
3.72,4,4.00,4.148019,4
3.9,4,4.00,4.148019,4
3.54,4,4.00,4.148019,4
4.08,4.5,4.50,4.760267,4
5,3.5,3.50,3.355911,5
4.1,4,4.00,4.148019,5
3.36,4,4.00,4.148019,5
3.93,4,4.00,4.148019,4
4.22,4.5,4.50,4.760267,5
3.9,4.5,4.50,4.760267,4
4.06,4,4.00,4.148019,4
3.79,3.5,3.50,3.355911,4
3.24,3.5,3.50,3.355911,5
3.99,4.5,4.50,4.760267,5
4,4.5,4.50,4.760267,5
4.08,4.5,4.50,4.760267,4
4.67,4.5,4.50,4.760267,5
4.55,4,4.00,4.148019,5
4.2,4,4.00,4.148019,5
4.1,4,4.00,4.148019,4
5,4.5,4.50,4.760267,5
3.36,4,4.00,4.148019,5
4.19,2.5,2.50,1.685483,2
3.49,3.5,3.50,3.355911,3
4.19,2.5,2.50,1.685483,2
2.42,4,4.00,4.148019,2
3.38,3,3.00,2.367459,2
4.42,5,5.00,4.999613,5
3.8,3.5,3.50,3.355911,5
3.68,4,4.00,4.148019,4
1.92,3.5,3.50,3.355911,1
4.11,3.5,3.50,3.355911,4
3.61,4.5,4.50,4.760267,3
3.95,4.5,4.50,4.760267,4
4.23,4.5,4.50,4.760267,5
4.73,4.5,4.50,4.760267,5
3.89,4,4.00,4.148019,3
3.97,4,4.00,4.148019,3
3.58,4.5,4.50,4.760267,4
3.57,4,4.00,4.148019,5
2.9,3.5,3.50,3.355911,1
3.48,3,3.00,2.367459,2
3.8,4,4.00,4.148019,5
3.91,4.5,4.50,4.760267,5
4.22,4,4.00,4.148019,5
4.09,3.5,3.50,3.355911,3
5,5,5.00,4.999613,5
4.41,4,4.00,4.148019,5
3.86,4.5,4.50,4.760267,5
3.81,4.5,4.50,4.760267,5
3.3,3.5,3.50,3.355911,1
4.05,5,5.00,4.999613,3
3.96,3.5,3.50,3.355911,4
3.74,4.5,4.50,4.760267,4
3.45,4.5,4.50,4.760267,5
3,4,4.00,4.148019,5
4,5,5.00,4.999613,5
3.3,4.5,4.50,4.760267,5
3,4,4.00,4.148019,5
3.64,4,4.00,4.148019,3
4.85,4.5,4.50,4.760267,5
4.18,4.5,4.50,4.760267,5
4.56,4,4.00,4.148019,4
3.34,4,4.00,4.148019,3
4.17,4,4.00,4.148019,4
5,4.5,4.50,4.760267,5
4.08,4.5,4.50,4.760267,4
3.32,3.5,3.50,3.355911,3
5,4.5,4.50,4.760267,5
1.67,2.5,2.50,1.685483,1
3.74,4,4.00,4.148019,2
3.76,4.5,4.50,4.760267,3
3.29,3.5,3.50,3.355911,3
3.23,4,4.00,4.148019,3
2.69,4.5,4.50,4.760267,1
3.37,4.5,4.50,4.760267,5
3.7,3,3.00,2.367459,4
4.3,4.5,4.50,4.760267,5
3.99,4,4.00,4.148019,4
3.07,3,3.00,2.367459,1
3.77,4,4.00,4.148019,4
4.54,4.5,4.50,4.760267,4
4.19,3.5,3.50,3.355911,4
4.48,3.5,3.50,3.355911,5
3.13,4,4.00,4.148019,5
3.91,4,4.00,4.148019,5
3.45,4,4.00,4.148019,4
2.33,3,3.00,2.367459,1
3.93,4.5,4.50,4.760267,5
3.84,4.5,4.50,4.760267,4
4.12,3.5,3.50,3.355911,4
3.68,4,4.00,4.148019,5
4.03,4,4.00,4.148019,5
3.91,3,3.00,2.367459,5
3.74,3.5,3.50,3.355911,2
3.71,4.5,4.50,4.760267,3
2.69,4,4.00,4.148019,4
3.94,4.5,4.50,4.760267,4
4.24,4.5,4.50,4.760267,5
4.15,4.5,4.50,4.760267,5
3.99,3.5,3.50,3.355911,4
3.14,3.5,3.50,3.355911,1
3.69,4,4.00,4.148019,3
3.84,4,4.00,4.148019,4
3.23,4,4.00,4.148019,5
4.11,3.5,3.50,3.355911,2
4.41,4,4.00,4.148019,5
4.35,4.5,4.50,4.760267,5
3.93,4.5,4.50,4.760267,4
3.79,3.5,3.50,3.355911,2
4.04,4,4.00,4.148019,5
1.42,3,3.00,2.367459,2
3.57,3.5,3.50,3.355911,4
5,4,4.00,4.148019,5
3.43,3.5,3.50,3.355911,4
4.14,4.5,4.50,4.760267,4
3.67,4,4.00,4.148019,3
3.87,4,4.00,4.148019,4
3.14,4,4.00,4.148019,4
3.48,4.5,4.50,4.760267,4
4.48,3,3.00,2.367459,3
3.43,4,4.00,4.148019,5
3.9,3.5,3.50,3.355911,1
4.19,4.5,4.50,4.760267,3
4.32,4,4.00,4.148019,3
3.61,2,2.00,1.396213,2
3.71,4.5,4.50,4.760267,4
4.33,4,4.00,4.148019,5
3.98,4.5,4.50,4.760267,5
3.67,3,3.00,2.367459,1
4.3,4,4.00,4.148019,5
5,4,4.00,4.148019,5
3.67,4,4.00,4.148019,4
3.54,4.5,4.50,4.760267,3
4.04,4.5,4.50,4.760267,5
4.2,4.5,4.50,4.760267,5
3.8,4.5,4.50,4.760267,4
3.61,4.5,4.50,4.760267,5
2.8,4,4.00,4.148019,5
4.86,4,4.00,4.148019,4
4.4,3.5,3.50,3.355911,4
3.86,4,4.00,4.148019,4
4.36,3.5,3.50,3.355911,5
3.47,4,4.00,4.148019,4
3.32,4,4.00,4.148019,4
3.19,4,4.00,4.148019,3
3.87,3.5,3.50,3.355911,5
4.11,4,4.00,4.148019,5
4.48,4,4.00,4.148019,4
3.97,4,4.00,4.148019,4
3.63,4.5,4.50,4.760267,4
2.8,3,3.00,2.367459,1
3.73,4,4.00,4.148019,5
3.61,5,5.00,4.999613,5
2.73,4.5,4.50,4.760267,4
3.96,4,4.00,4.148019,5
4.33,3,3.00,2.367459,3
3.91,3.5,3.50,3.355911,5
4.1,3.5,3.50,3.355911,4
1.71,3.5,3.50,3.355911,2
3.95,4.5,4.50,4.760267,5
3.71,4,4.00,4.148019,5
1,4,4.00,4.148019,1
4.27,3.5,3.50,3.355911,1
4.09,4.5,4.50,4.760267,5
4.35,3,3.00,2.367459,2
3.57,3.5,3.50,3.355911,4
4.24,4,4.00,4.148019,5
4.17,4.5,4.50,4.760267,5
4.86,4.5,4.50,4.760267,5
4.8,3,3.00,2.367459,5
3.69,4,4.00,4.148019,2
4.16,4.5,4.50,4.760267,4
3.93,4.5,4.50,4.760267,1
4.24,4,4.00,4.148019,5
3.76,3.5,3.50,3.355911,3
1,3,3.00,2.367459,1
5,3.5,3.50,3.355911,5
3,3.5,3.50,3.355911,3
4.07,4.5,4.50,4.760267,5
4.04,4,4.00,4.148019,5
3.13,2.5,2.50,1.685483,4
3.5,3.5,3.50,3.355911,5
3.91,4,4.00,4.148019,4
4.28,4.5,4.50,4.760267,5
2.6,3,3.00,2.367459,1
3.68,4.5,4.50,4.760267,4
3.67,4,4.00,4.148019,5
4.22,3,3.00,2.367459,4
4.1,3.5,3.50,3.355911,5
3.36,4,4.00,4.148019,2
4.09,4,4.00,4.148019,5
2.89,4,4.00,4.148019,3
4.34,4,4.00,4.148019,5
3.39,2.5,2.50,1.685483,2
3.69,4,4.00,4.148019,3
4.2,3,3.00,2.367459,5
4.2,4,4.00,4.148019,1
3.47,4,4.00,4.148019,3
3.59,3.5,3.50,3.355911,3
3.63,4.5,4.50,4.760267,4
3.9,3.5,3.50,3.355911,5
2.63,3.5,3.50,3.355911,1
3.69,4,4.00,4.148019,3
3.86,4,4.00,4.148019,5
2.86,4.5,4.50,4.760267,5
4.5,3.5,3.50,3.355911,4
3.38,4,4.00,4.148019,3
3.7,3,3.00,2.367459,4
4.17,4,4.00,4.148019,5
4.35,4,4.00,4.148019,4
5,4.5,4.50,4.760267,5
3.78,4,4.00,4.148019,4
3.47,4.5,4.50,4.760267,4
4.44,3,3.00,2.367459,2
3.73,3.5,3.50,3.355911,3
3.7,4.5,4.50,4.760267,5
3.23,4,4.00,4.148019,2
3.02,3.5,3.50,3.355911,3
2.96,4,4.00,4.148019,5
3.74,3.5,3.50,3.355911,5
3.29,4,4.00,4.148019,5
5,5,5.00,4.999613,5
4.24,3.5,3.50,3.355911,4
3.69,4.5,4.50,4.760267,5
4.23,4,4.00,4.148019,4
4.11,4,4.00,4.148019,5
4.1,4,4.00,4.148019,5
3.66,3,3.00,2.367459,5
3.59,4,4.00,4.148019,5
4.62,4.5,4.50,4.760267,5
4.6,2,2.00,1.396213,1
3.46,3,3.00,2.367459,4
3.38,4,4.00,4.148019,4
5,3.5,3.50,3.355911,5
3.87,4,4.00,4.148019,4
3.72,4,4.00,4.148019,4
2.75,4,4.00,4.148019,2
3.72,4.5,4.50,4.760267,4
3.36,4,4.00,4.148019,4
4.56,4.5,4.50,4.760267,5
4.29,5,5.00,4.999613,5
4.41,4.5,4.50,4.760267,5
3.21,3,3.00,2.367459,4
4.68,4,4.00,4.148019,5
3.95,4.5,4.50,4.760267,5
4.62,4,4.00,4.148019,5
3.61,4,4.00,4.148019,5
2.06,3.5,3.50,3.355911,2
4.2,5,5.00,4.999613,5
3.98,4,4.00,4.148019,4
4.41,4,4.00,4.148019,5
4.67,3.5,3.50,3.355911,4
4.5,4.5,4.50,4.760267,4
3.72,4.5,4.50,4.760267,4
4.29,2.5,2.50,1.685483,4
4.62,4.5,4.50,4.760267,5
3.88,4.5,4.50,4.760267,5
3.36,4.5,4.50,4.760267,4
3.91,4.5,4.50,4.760267,4
3.62,4,4.00,4.148019,5
4.18,3.5,3.50,3.355911,4
3.98,4.5,4.50,4.760267,2
3.98,4,4.00,4.148019,3
4.33,3.5,3.50,3.355911,5
3.43,3.5,3.50,3.355911,3
3.65,4.5,4.50,4.760267,4
3.33,4.5,4.50,4.760267,5
4.01,4,4.00,4.148019,4
3.82,4,4.00,4.148019,3
4,4.5,4.50,4.760267,4
4.23,4,4.00,4.148019,4
2.13,3,3.00,2.367459,2
4.36,3,3.00,2.367459,4
3.9,4,4.00,4.148019,1
4.01,3.5,3.50,3.355911,4
3.92,3,3.00,2.367459,3
3,3.5,3.50,3.355911,3
1,3,3.00,2.367459,1
4.56,4,4.00,4.148019,4
3.88,3,3.00,2.367459,5
4.34,5,5.00,4.999613,4
3.72,4.5,4.50,4.760267,4
4.44,3.5,3.50,3.355911,4
4.32,4.5,4.50,4.760267,5
3.88,3.5,3.50,3.355911,4
4.21,3.5,3.50,3.355911,5
4.34,3.5,3.50,3.355911,5
4.18,3.5,3.50,3.355911,5
3.86,4.5,4.50,4.760267,5
3.85,3,3.00,2.367459,3
4.1,4,4.00,4.148019,4
4.2,4,4.00,4.148019,3
3,4,4.00,4.148019,5
3.64,3,3.00,2.367459,3
3.47,4.5,4.50,4.760267,2
4.25,3.5,3.50,3.355911,5
3.69,4,4.00,4.148019,4
3.55,4,4.00,4.148019,2
3.98,4,4.00,4.148019,5
3.8,4.5,4.50,4.760267,4
3.34,4,4.00,4.148019,4
4.21,4,4.00,4.148019,5
4.75,5,5.00,4.999613,5
3.94,4,4.00,4.148019,5
3.35,3.5,3.50,3.355911,4
3.43,4,4.00,4.148019,3
3.6,3.5,3.50,3.355911,3
3.48,4,4.00,4.148019,4
3.8,4.5,4.50,4.760267,4
3.14,3.5,3.50,3.355911,3
4.31,4,4.00,4.148019,5
3.55,3.5,3.50,3.355911,1
3.59,3.5,3.50,3.355911,5
4.35,4,4.00,4.148019,5
4.34,4,4.00,4.148019,5
3.77,4.5,4.50,4.760267,5
3.63,4,4.00,4.148019,5
4.04,4,4.00,4.148019,5
1,2.5,2.50,1.685483,1
4.25,4.5,4.50,4.760267,5
3.8,4,4.00,4.148019,4
3.86,3.5,3.50,3.355911,4
2.88,3.5,3.50,3.355911,5
3.78,3.5,3.50,3.355911,3
4.67,4,4.00,4.148019,5
5,5,5.00,4.999613,5
3.67,4,4.00,4.148019,5
3.97,4,4.00,4.148019,4
3.23,4,4.00,4.148019,3
3.31,3.5,3.50,3.355911,5
4.12,4,4.00,4.148019,4
3.46,4,4.00,4.148019,4
3.09,4.5,4.50,4.760267,4
3.86,2.5,2.50,1.685483,4
3.61,4,4.00,4.148019,3
3.9,3.5,3.50,3.355911,5
4.07,4,4.00,4.148019,4
4.49,3,3.00,2.367459,1
2,4,4.00,4.148019,2
3.98,4,4.00,4.148019,4
4.04,4,4.00,4.148019,5
3.47,4,4.00,4.148019,3
3.64,3.5,3.50,3.355911,3
4.79,4.5,4.50,4.760267,5
3.72,4.5,4.50,4.760267,5
5,3,3.00,2.367459,5
3.81,3,3.00,2.367459,2
4.71,4,4.00,4.148019,1
3.84,4.5,4.50,4.760267,5
5,4.5,4.50,4.760267,5
3.97,4,4.00,4.148019,5
4.14,4,4.00,4.148019,4
3.71,3.5,3.50,3.355911,1
3.7,4,4.00,4.148019,5
4.44,4.5,4.50,4.760267,5
4.12,4.5,4.50,4.760267,5
3.14,3,3.00,2.367459,2
3.31,4.5,4.50,4.760267,4
3.74,4.5,4.50,4.760267,5
4.88,4,4.00,4.148019,5
3.64,4,4.00,4.148019,3
3.96,3.5,3.50,3.355911,1
3.87,4,4.00,4.148019,5
4.08,5,5.00,4.999613,5
3.21,4,4.00,4.148019,2
4.06,4,4.00,4.148019,5
4.03,3.5,3.50,3.355911,2
4.28,3.5,3.50,3.355911,5
4.08,4.5,4.50,4.760267,3
4.46,4,4.00,4.148019,5
3.28,3.5,3.50,3.355911,4
3.5,4.5,4.50,4.760267,3
3.74,4,4.00,4.148019,2
4.13,4,4.00,4.148019,5
5,3,3.00,2.367459,5
2.74,4,4.00,4.148019,5
4.47,4,4.00,4.148019,5
3.16,3,3.00,2.367459,2
4.01,3.5,3.50,3.355911,3
3.83,4.5,4.50,4.760267,4
2,4,4.00,4.148019,2
3.54,4,4.00,4.148019,4
4.4,5,5.00,4.999613,5
4.13,4,4.00,4.148019,4
3.16,2.5,2.50,1.685483,3
3.67,4.5,4.50,4.760267,5
4.27,4.5,4.50,4.760267,5
4.11,4.5,4.50,4.760267,4
4,3.5,3.50,3.355911,3
3.97,3.5,3.50,3.355911,4
3.91,3.5,3.50,3.355911,5
3.94,4.5,4.50,4.760267,3
4,4,4.00,4.148019,5
4.14,4.5,4.50,4.760267,5
3.59,3.5,3.50,3.355911,3
2.67,4,4.00,4.148019,1
4.26,4,4.00,4.148019,5
4.38,4,4.00,4.148019,5
4.06,4.5,4.50,4.760267,5
3.73,4.5,4.50,4.760267,5
3.9,4.5,4.50,4.760267,4
3.84,4.5,4.50,4.760267,4
3.51,3.5,3.50,3.355911,3
4.83,4,4.00,4.148019,5
3.77,4,4.00,4.148019,4
4.35,4.5,4.50,4.760267,4
3.36,4.5,4.50,4.760267,4
3.31,2.5,2.50,1.685483,1
3.5,4,4.00,4.148019,2
3.49,4,4.00,4.148019,4
3.99,3.5,3.50,3.355911,3
3.43,4.5,4.50,4.760267,4
3.79,4,4.00,4.148019,5
3.83,3,3.00,2.367459,4
3.58,4.5,4.50,4.760267,5
4.71,3.5,3.50,3.355911,5
4.15,3.5,3.50,3.355911,5
5,3.5,3.50,3.355911,5
3.82,4,4.00,4.148019,5
3.95,4,4.00,4.148019,4
3.52,3,3.00,2.367459,3
4.67,4.5,4.50,4.760267,5
3.17,3.5,3.50,3.355911,3
3.6,4,4.00,4.148019,4
3.48,3,3.00,2.367459,4
3.46,3.5,3.50,3.355911,5
3.6,4,4.00,4.148019,1
4.15,4.5,4.50,4.760267,5
3.42,4.5,4.50,4.760267,5
3.62,3.5,3.50,3.355911,3
4.15,4,4.00,4.148019,5
3.75,4,4.00,4.148019,3
2.71,4.5,4.50,4.760267,5
4.14,4.5,4.50,4.760267,4
4.05,3.5,3.50,3.355911,4
4.19,3.5,3.50,3.355911,1
4.2,4.5,4.50,4.760267,5
3.92,5,5.00,4.999613,5
